RawWord,ChangesWord,ReplacementLength,Suggestions,ChosenSuggestion
STS,True,1,TITS | STD | ST | TS | SETS | SITS | SOTS | SIS | ITS | STY | ATS | HTS | S TS | ST S | STA | SAD | TSP | MS | ASS | BSS | GAS | GVS | HMS,TITS
cought,True,1,cough | ought | coughs | sought | caught | bought | fought | c ought | cough t | colgate | commit | congest | cosopt | weight | mouth,cough
Thats,True,1,Hats | Thais | Chats | Ghats | Whats | T hats | Thatch | That | Tats | That's | Teats | Thaws | Twats | Tham,Hats
sista,True,1,siesta | vista | sis ta | sis-ta | stasis | sitarist | assist | Taoist | evista,siesta
Crutcher,True,1,Crutches | Cruncher | Crutch er | Crutch-er | Crutch | Butcher | Etcher,Crutches
Dunford,True,2,Dun ford | Dun-ford | Sanford | Duvoid | Junior,Dun ford
Maia,True,1,Mai | Mia | Maria | Mafia | Mara | Maya | Mai a | Mania | Main | Mail | Maid | Maim | Mama | Man | Male | Mavik | Mpi | Hair | Nail | Pain,Mai
Sandu,True,1,Sandy | Sand | Sand u | Sands | Sad,Sandy
isn,True,1,sin | ins | ism | is | in | inn | ion | isl | is n | ismo | inh | iv | ibu | ill | iron | ivy | ass | bss | ms | man | men | tsp | tpn,sin
artical,True,1,articular | cortical | artificial | vertical | fortical,articular
didn,True,1,did | din | dido | did n | dire | zide | rid,did
doesn,True,1,does | does n | dose | doses,does
aren,True,1,earn | are | arena | Daren | Yaren | Karen | ares | area | amen | wren | Wren | are n,earn
aren,True,1,earn | are | arena | Daren | Yaren | Karen | ares | area | amen | wren | Wren | are n,earn
isn,True,1,sin | ins | ism | is | in | inn | ion | isl | is n | ismo | inh | iv | ibu | ill | iron | ivy | ass | bss | ms | man | men | tsp | tpn,sin
Arcan,True,1,Aryan | Ar can | Ar-can | Arcane | Arc an | Arc-an | Caravan | Narcan,Aryan
Cetin,True,2,Ce tin | Ce-tin | Cretin | Ceftin,Ce tin
healthcare,True,2,health care | health-care | ethereal,health care
superbug,True,2,super bug | super-bug | superb,super bug
Aww,True,1,Awe | Aw | Awn | Awl | Aw w | Azo | Arm | Ass,Awe
Tallent,True,1,Talent | Tallest | Allentown | Elemental | Tentacle | Antenatal | Tablet,Talent
IndyStar,True,2,Indy Star | Indy-star | Industry | inlyta,Indy Star
Sarandon,True,2,Saran don | Saran-don | Sandra | Sarenin | Arranon | Prandin | Ceradon | Miradon | Parafon,Saran don
opioids,True,1,diploids,diploids
opioid,True,1,opined | opcon | hivid | amitid | duvoid | epivir | lopid | locoid,opined
JAMA,True,1,JAMS | JAM | LAMA | MAMA | JAMB | JAVA | RAMA | GAMA | KAMA | JAM A | JANA | JAMAR | JAMAL | JAME | JAMI | SOMA,JAMS
opioid,True,1,opined | opcon | hivid | amitid | duvoid | epivir | lopid | locoid,opined
OxyContin,False,1,Oxycontin | oxycontin,Oxycontin
opioids,True,1,diploids,diploids
Beckinsale,True,1,Unsaleable,Unsaleable
Wiseman,True,2,Wise man | Wise-man | Anywise | Woman,Wise man
TMZ,True,1,TM | TM Z | TEMAZ | TPN | TSP | MG | ML | MS | YAZ | FML | HMS | PMB | PBZ,TM
Wiseman,True,2,Wise man | Wise-man | Anywise | Woman,Wise man
prenup,True,1,preen | precef | pred-g | pregnyl | prelay | preven | requip | ceenu,preen
TMZ,True,1,TM | TM Z | TEMAZ | TPN | TSP | MG | ML | MS | YAZ | FML | HMS | PMB | PBZ,TM
CJ,True,1,CH | CK | C | J | CS | CA | CT | CO | CL | CC | CU | CG | CM | CF | CW | CHG | IV | MG | ML | MS | PCE,CH
Ebeid,True,1,Rebid | Emend,Rebid
Reema,True,1,Freeman | Rela | Revia | Edema,Freeman
Salama,True,1,Salaam | Salami | Salamis | Marsala | Lama | Salagen | Salpix | Samsca | Soma | Solage | Sonata | Stelara | Sular | Sulla | Alamast | Alaway | Aldara | Alimta | Alora | Alpha,Salaam
Marea,True,1,Mara | Area | Maria | Marta | Marla | Marva | M area | Mar ea | Mar-ea | Mares | Mare | Makena | Male | Males | Mirena | Tarka,Mara
Hameed,True,2,Ha meed | Ha-meed | Hammed | Hammered | Ashamed | Mohamed | Harmed | Heel | Head | Amen | Ached | Bleed | Emend | Caused | Damaged | Gamene | Namenda | Remsed,Ha meed
muslims,False,1,Muslims | mu slims | mu-slims | muscles,Muslims
muslims,False,1,Muslims | mu slims | mu-slims | muscles,Muslims
Meaney,True,1,Meany | Meaner | Meanly | Mean | Mesnex,Meany
standup,True,2,stand up | stand-up | stand | stadol | stendra | scanlux | xtandi,stand up
Meaney,True,1,Meany | Meaner | Meanly | Mean | Mesnex,Meany
Metoo,True,2,Me too | Me-too | Metro,Me too
didn,True,1,did | din | dido | did n | dire | zide | rid,did
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
donald,False,1,Donald | Ronald | doral,Donald
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
Im,True,1,In | I | M | I'm | Em | Ia | Am | Ir | Rm | It | Io | Om | Cm | Um | Gm | Iv,In
Heyy,True,1,Hay | Hey | Hey y | Head | Heel | Eye,Hay
selfies,True,1,selfless | seffin | delfen | delflex | melfiat | pelvis,selfless
selfie,True,1,selfish | self | seffin,selfish
selfies,True,1,selfless | seffin | delfen | delflex | melfiat | pelvis,selfless
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
smartphones,True,1,smartphone | smart phones | smart-phones | smartphone s | earphones,smartphone
wasn,True,1,awns | was | wan | swan | wain | warn | wast | wasp | wash | was n | wart | ass | gas | kaon | man | pain | rash,awns
isn,True,1,sin | ins | ism | is | in | inn | ion | isl | is n | ismo | inh | iv | ibu | ill | iron | ivy | ass | bss | ms | man | men | tsp | tpn,sin
shar,True,1,share | shear | shard | sharp | shark | sear | star | soar | scar | char | shad | shag | sham | spar | shah,share
YOu,False,1,You | Yo | Yous | Your | Sou | Yon | Yob | Yow | Lou | Yo u | yaz | ibu,You
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
Hong,True,1,Hon | Hmong | Song | Tong | Long | Dong | Hung | Gong | Pong | Bong | Cong | Yong | Kong | Wong | Bone | Lung,Hon
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
ITT,True,1,TIT | IT | MITT | PITT | WITT | ITS | INT | IT T | ITO | ITCH | IV | IBU | ILL | INH | IVY | BUTT,TIT
airsoft,True,2,air soft | air-soft | airs oft | airs-oft | airlift,air soft
anonimus,True,1,animus | unanimous | anxious,animus
disconected,True,1,disconnected | disconnection | misconducted | connected | dissected,disconnected
legoslation,True,1,legislation | legation's | allegation | regulation,legislation
malnourishment,True,1,malnourished | undernourishment | nourishment,malnourished
behaviour,True,1,behavior,behavior
frankenfood,True,1,Frankenstein,Frankenstein
obsurb,True,1,obscure | burn | blur | blurs,obscure
reoutation,True,1,reputation | refutation | reorientation | recantation | outstation | retaliation | regulation,reputation
dumbass,True,2,dumb ass | dumb-ass | dumbness | lumbar | numbness,dumb ass
corupt,True,1,corrupt | cosopt,corrupt
gmail,True,1,mail | email | grail | g mail | gm ail | gm-ail | nail,mail
hotmail,True,2,hot mail | hot-mail | mailshot | maillot | homapin,hot mail
Macie,True,1,Mace | Marcie | Marie | Mamie | Macias | Male | Mavik | Ache | Acne | Face | Tace,Mace
williams,False,1,Williams | milligrams,Williams
suciide,True,1,suicide | subside,suicide
sucidal,True,1,suicidal | fungicidal,suicidal
sucide,True,1,suicide | Seleucid,suicide
Boko,True,1,Biko | Bioko | Bono | Yoko | Book | Boo | Bozo | Boob | Botox | Bone | Broke,Biko
Haram,True,1,Hiram | Ha ram | Ha-ram | Harm | Harem | Harare | Arm | Zagam | Carac | Lariam,Hiram
gofundme,True,1,groundsmen,groundsmen
texting,True,1,testing | tenting | texturing | extincting | exciting | tingeing | extina,testing
wouldn,True,1,would | woulds | would n | women | woman | worsen | ovulen | cold | colon | inulin | swollen,would
GBR,True,1,GR | GAR | GB | GER | GB R | GAS | GVS | EAR | IBU | PBZ,GR
idots,True,1,dots | idiots | idols | i dots | clots,dots
Barinsky,True,1,Stravinsky,Stravinsky
polution,True,1,pollution | solution | involution | potion | norlutin,pollution
degredation,True,1,degradation | depredation | desegregation | deregulation | denigration | segregation,degradation
ourdoors,True,1,outdoors | our doors | our-doors | doors,outdoors
Talibaan,True,1,Taliban | Italian | Anibal,Taliban
iOS,True,1,OS | SOS | DOS | i OS | is | ions | bios | Rios | ion | ins | nos | its | cos | ids | dos | iosat | iv | ibu | ill | inh | iron | ivy | ms | ass | bss | dose | gas | gvs | hips | hms,OS
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
Rohingya,True,1,Roaring,Roaring
asll,True,1,all | as ll | as-ll | ASL | ass | alli | anal | ill | pill,all
gues,True,1,hues | guess | grues | guest | glues | gees | sues | guns | rues | guts | goes | cues | dues | gums | guys | gas | gvs | eyes | muse,hues
ranavirus,True,1,antivirus,antivirus
froggies,True,1,froggings,froggings
ATMs,True,2,At Ms | ATM | ATM's | ABMs | ATM s | Tams | Arms | Atoms | Mats | Aims | Alms | At-ms | Ats | At's | arms,At Ms
healthcare,True,2,health care | health-care | ethereal,health care
Kesha,True,1,Keisha | Shake | Mesna,Keisha
dumbing,True,1,numbing | dumping | dubbing | plumbing,numbing
Meranti,True,1,Meantime | Itinerant | Mexate | Memantine | Mesantoin | Serentil,Meantime
aquire,True,1,squire | quire | acquire | a quire | aquifer | quide,squire
vis,True,1,bis | via | vi | vs | is | vise | vies | visa | Avis | vie | sis | vii | dis | vim | pis | vial | vicks | virus | veins | vein | iv | ms | ass | bss | gvs | gas | hips | hip | hms | ivy,bis
vis,True,1,bis | via | vi | vs | is | vise | vies | visa | Avis | vie | sis | vii | dis | vim | pis | vial | vicks | virus | veins | vein | iv | ms | ass | bss | gvs | gas | hips | hip | hms | ivy,bis
bsi,True,1,bis | bi | psi | basis | bss,bis
peopel,True,1,people | propel | Penelope | Opel | elope | Koppel | pyopen | geopen,people
si,True,1,chi | sigh | see | is | Si | so | s | i | sis | sin | sir | sit | sic | sci | sip | sad | skin | iv | ass | bss | epi | hip | lip | ms | mpi | mg | ml | rid | tsp,chi
futurw,True,1,future | fudr | rupture,future
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
dissapointment,True,1,disappointment | appointment's | disappointing | appointment,disappointment
dissapointed,True,1,disappointing | disjointedness | disjointed,disappointing
Waaah,True,1,Aah | Wart | Warts | Weak | Wrap | Wera | Woman | Acth | Anal | Rash | Xanax | Zagam | Banan | Calan | Canal | Carac,Aah
dissapointing,True,1,disappointing | disappointment | dissipating,disappointing
moraly,True,1,moral | moray | morally | morale | morals | moral y | mortally | orally | doral,moral
i'm,False,1,I'm | ism | h'm | iv | ibu | ill | inh | ismo | ivy | arm,I'm
incase,True,1,encase | incise | in case | in-case | casein | increase | inhale | discase | tnkase,encase
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
somtimes,True,1,sometimes | sometime | tiresome,sometimes
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
fo,True,1,few | of | do | go | f | o | foe | for | fro | foo | fol | fog | fop | fob | so | foot | fml | azo | iv | mg | ml | ms | ulo,few
could've,True,1,would've | couldn't,would've
Elle,True,1,Ellie | Ellen | Ella | Elbe | Mlle | Ell | Belle | Ells | Else | Ell e | Allele,Ellie
orgs,True,1,org | Borgs | ores | ergs | orbs | orgy | or gs | or-gs | org s | orap | arms,org
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
zika,True,1,Erika | ziac | ziana | zide | zipan,Erika
theat,True,1,theta | that | teat | heat | threat | treat | cheat | theft | wheat | t heat | the at | the-at | thereat | Heath | Thea | tham | throat | trest | head | heart | chest | sweat,theta
waant,True,1,want | Antwan | wart | faint,want
shouldnt,True,1,shouldn't | should | shoulder,shouldn't
didnt,True,1,dint | didn't | didst | didrex | dire | dizzy | dizac | dilor | diulo | inh | zide | ziana | bidil | bicnu | faint | joint | kidney | lidex,dint
sooooooooo,True,NA,,NA
Elle,True,1,Ellie | Ellen | Ella | Elbe | Mlle | Ell | Belle | Ells | Else | Ell e | Allele,Ellie
Sawtooth,True,2,Saw tooth | Saw-tooth | Toothpaste | Tooth,Saw tooth
Exessive,True,1,Excessive | Expressive,Excessive
occured,True,1,occurred | occur ed | occur-ed | occur | recurred | cured | ocufen | orapred | caused | accuneb | injured,occurred
isnt,True,1,inst | int | isn't | snit | ismo | inh | iosat,inst
didnt,True,1,dint | didn't | didst | didrex | dire | dizzy | dizac | dilor | diulo | inh | zide | ziana | bidil | bicnu | faint | joint | kidney | lidex,dint
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
ve,True,1,be | v | e | eve | vie | ave | vet | veg | Eve | Ave | vs | vi | re | me | he | vein | evex | eye | gvs | hive | iv | ivy | mvc | men | mg | ml | ms | pce,be
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
messade,True,1,message | sades | mesna | mexate | megace | exjade | shade | velcade,message
unfortuanetly,True,1,unfortunately | fortunately,unfortunately
vbnlind,True,1,blind,blind
tro,True,1,tor | tr | to | trio | taro | tron | trot | trod | troy | tyro | trow | rot | too | pro | tho | tral | tire | tora | tpn | tsp | arm | azo | iron | metro | urso | ulo,tor
ofstuff,True,2,of stuff | of-stuff | stuff | stuffy,of stuff
tuff,True,1,tough | ruff | tiff | stuff | turf | tuft | toff | luff | cuff | duff | guff | muff | puff | huff | buff | stuffy | sulf,tough
acknowldge,True,1,acknowledge | knowledge,acknowledge
awareof,True,2,aware of | aware-of | aware,aware of
liek,True,1,like | lie | leek | lies | lien | link | lick | lied | lieu | lief | lie k | lip | lidex | lips | lipo | liver | elitek,like
Heathrow,True,2,Heath row | Heath-row | Heartthrob | Hectorol,Heath row
CMV,True,1,CM | CM V | CHG | MVC | MG | ML | MS | IV | FML | HMS | PMB,CM
ICSI,True,1,SCSI | SIC | ISMO | IV | IBU | ILL | INH | IVY | IBRIN | IFEX | IOSAT | IQUIX | IRON | ITCH | ITCHY | CHIN | CHIP,SCSI
thier,True,1,their | tier | shier | trier | thief | thither | hither | thigh | tire,their
offsprings,True,1,offspring | offspring's | off springs | off-springs | offspring s | offprints,offspring
Kilmer,True,1,Wilmer | Milker | Kilter | Killer | Kionex | Kidney | Kelnor | Liver | Ulcer | Dilor | Disomer | Riomet,Wilmer
isnt,True,1,inst | int | isn't | snit | ismo | inh | iosat,inst
interferring,True,1,interfering | interring | interference | interfiling | interferon,interfering
paquita,True,1,Aquitaine | aquatag | avita | naquival | naqua,Aquitaine
paquita,True,1,Aquitaine | aquatag | avita | naquival | naqua,Aquitaine
Jessy,True,1,Jess | Jesse | Messy | Jess y | Gassy,Jess
Jessy,True,1,Jess | Jesse | Messy | Jess y | Gassy,Jess
relatable,True,1,repeatable | treatable | palatable | regrettable,repeatable
we'e,True,1,wee | we're | we've | were | we'd | weak | wera | eye,wee
El,True,1,E | L | Eli | Es | Ei | Er | Ll | Cl | Ed | Eu | Ml | Pl | Eb | Bl | Fl,E
Nino,True,1,Nina | Lino | Vino | Wino | Dino | Gino | Ni no | Ni-no | Nine | Inh | Zingo | Lipo,Nina
LGBT,True,1,LG | LOBE,LG
Obamacare,True,2,Obama care | Obama-care | Macabre,Obama care
isn,True,1,sin | ins | ism | is | in | inn | ion | isl | is n | ismo | inh | iv | ibu | ill | iron | ivy | ass | bss | ms | man | men | tsp | tpn,sin
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
Nevadians,True,1,Nevadian | Nevadans | Nevadian s | Nevadan,Nevadian
melatonin,True,1,melanin | mesantoin | metatensin,melanin
andrea,False,1,Andrea | hydrea,Andrea
politican,True,1,politician | political | politic an | politic-an | politic,politician
civillians,True,1,civilians | civilian | Sicilians | Sicilian,civilians
zika,True,1,Erika | ziac | ziana | zide | zipan,Erika
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
doesnt,True,1,doesn't | doeskin | dose | doses | dosing | dolene | mesna | chest | iosat | joint | trest,doesn't
Methany,True,1,Bethany | Methane | Methanol | Methadone | Metra | Meclan | Ethrane | Centany | Lithane,Bethany
sp,True,1,tip | Sp | so | s | p | esp | sip | spa | sap | asp | tsp | sop | sup | spy | st,tip
Methany,True,1,Bethany | Methane | Methanol | Methadone | Metra | Meclan | Ethrane | Centany | Lithane,Bethany
Elle,True,1,Ellie | Ellen | Ella | Elbe | Mlle | Ell | Belle | Ells | Else | Ell e | Allele,Ellie
helpa,True,1,helps | help | help a | helipad | ella | relpax | rela,helps
dn,True,1,db | d | n | den | din | don | dun | en | in | an | tn | do | on | dc | dd | dhc | inh | iv | man | men | mg | ml | ms | tpn,db
goverment,True,1,government,government
companoes,True,1,companies | compasses | compares,companies
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
russians,False,1,Russians | Prussians | tussicaps,Russians
Kilmer's,True,1,Wilmer's | Milker's | Kilter's | Killer's | Kilometer's | Killdeer's | Skimmer's | Elmer's,Wilmer's
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
fellings,True,1,felling | feelings | fillings | felling s | Fellini | feeling | femring | mellitus | swelling,felling
america,False,1,America | amerscan,America
kepp,True,1,keep | kepi | kept | kelp | Depp | keppra | epi,keep
comfrey,True,1,comforter | compro | coreg | conray,comforter
Hamas,True,1,Haas | Haman | Lamas | Mamas | Ham's | Ha mas | Ha-mas | Ham as | Ham-as | Hams | Hms,Haas
missles,True,1,misses | missiles | missile | misfiles | misled | Miles | muscles,misses
targetting,True,1,targeting | tar getting | tar-getting | target ting | target-ting | forgetting | getting | Argentina | Argentine | targretin,targeting
becuase,True,1,because | barbecue | beconase,because
wolrd,True,1,world | wold | word | cold,world
enviroment,True,1,environment,environment
BFF,True,1,BF | FF | BIFF | BUFF | EFF | OFF | B FF | BF F | BAD | BSS,BF
grifting,True,1,gifting | rifting | grafting | gritting | drifting | g rifting | gratifying | griffin | Griffin | grinning | priftin,gifting
indonisian,True,1,Indonesian | Indonesia | Indianian,Indonesian
orangantans,True,1,orangutans | orangutan,orangutans
completly,True,1,completely | complexly | complete | competently | compactly | complera,completely
indonesian,False,1,Indonesian,Indonesian
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
falt,True,1,flat | fat | flt | alt | fault | felt | fast | salt | fart | fall | fact | malt | halt | Walt | f alt | face | faint | fake | feet | fml | foot | wart | male | talc,flat
et,False,1,ET | wt | rt | er | e | t | est | set | eta | eat | net | let | etc | get | met | eye | ear | epi | feet | iv | men | mg | ml | ms,ET
cetera,True,1,terrace | Terrance | lacerate | crater | celexa | metra,terrace
Meranti,True,1,Meantime | Itinerant | Mexate | Memantine | Mesantoin | Serentil,Meantime
taliban,False,1,Taliban | Caliban | tali ban | tali-ban | talwin | talacen | tasigna | tigan | ativan | xalatan | calan | dalgan | halfan | kadian | velban,Taliban
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
de,False,1,DE | ed | d | e | die | den | doe | ode | due | deg | deb | dye | def | dew | re | deaf | dhc | dire | dose | zide | edex | eye | iv | men | mg | ml | ms | pce,DE
selfie,True,1,selfish | self | seffin,selfish
haha,True,1,aha | h aha | ha ha | ha-ha | Hahn | Ha | hair,aha
haha,True,1,aha | h aha | ha ha | ha-ha | Hahn | Ha | hair,aha
peope,True,1,pope | people | Pope | ope | pyopen | geopen,pope
Deonte,True,1,Denote | Detente | Deon | Dexone | Desonate | Lente,Denote
Carraway,True,2,Carr away | Carr-away | Caraway | Carriageway | Alaway,Carr away
Glenarden,True,1,Lenard,Lenard
Carraway,True,2,Carr away | Carr-away | Caraway | Carriageway | Alaway,Carr away
Harambe,True,1,Chamber | Aramine | Earlobe,Chamber
Aghanistan,True,1,Afghanistan | Antagonist | Satanist | Tanisha,Afghanistan
HAMID,True,1,AMID | HUMID | H AMID | HA MID | HA-MID | HAM ID | HAM-ID | HAIR | HIVID | AXID | LABID | RAPID | VALMID,AMID
KARZAI,True,1,KARI | KARIVA | KADIAN | KAINAIR | KAPVAY | CARAC | LARIAM | NARCAN | QUARZAN | TARKA,KARI
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
lifes,True,1,files | life | lies | lifers | life's | flies | lines | lifer | lifts | limes | fifes | lives | likes | life s | lips | lidex | liver | lobes | ifex | hives,files
poloticians,True,1,politicians | politician | opticians,politicians
di,False,1,DI | j | id | Di | do | d | i | die | dis | din | did | dig | dim | dip | dpi | dire | dhc | iv | epi | hip | lip | mpi | mg | ml | ms | rid,DI
Delicia,True,1,Felicia | Delia | Del-vi-a | Delaxin | Dificid | Alinia | Meridia | Quelicin,Felicia
Amly,True,1,Amy | Amply | Ally | Ably | Amen | Allay | Alli | Ml | Emla | Fml | Male,Amy
shouldn,True,1,should | should n | shoulder,should
